id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
ark://27927/pbf35wwjn,Heightening Competition in the Postal and Delivery Sector,Elgar E-Books,2010,10.4337/9781849803250,book,portico,29/01/2010,,,http://doi.org/10.4337/9781849803250,Michael A. Crew; Paul R. Kleindorfer,Edward Elgar Publishing,eng,,,,196341,404,unigram; bigram; trigram
ark://27927/phw935nxr7,"""War upon the Map"": User Innovation in American Military Software",Technology and Culture,2010,10.1353/tech.2010.0027,article,portico,15/08/2010,3,51,http://doi.org/10.1353/tech.2010.0027,Jon R. Lindsay,Project MUSE,eng,619,651,,13989,33,unigram; bigram; trigram
http://www.jstor.org/stable/44678576,The HACMS program: using formal methods to eliminate exploitable bugs,"Philosophical Transactions: Mathematical, Physical and Engineering Sciences",2017,,article,jstor,13/10/2017,2104,375,http://www.jstor.org/stable/44678576,Kathleen Fisher; John Launchbury; Raymond Richards,Royal Society,eng,1,18,,10431,18,unigram; bigram; trigram
ark://27927/phzkr1jrtkt,Issue Matter,Journal of Knowledge Management,2020,,article,portico,01/05/2020,4,24,,,Emerald Group Publishing,eng,,,,132659,252,unigram; bigram; trigram
ark://27927/phzf005vtxq,Usable and Useful: On the Origins of Transparent Design in Personal Computing,"Science, Technology & Human Values",2020,10.1177/0162243919865584,article,portico,01/05/2020,3,45,http://doi.org/10.1177/0162243919865584,Michael L. Black,SAGE Publications,eng,515,537,,8727,23,unigram; bigram; trigram
ark://27927/phzvqkgt24,IoT-B&B: Edge-Based NFV for IoT Devices with CPE Crowdsourcing,Wireless Communications and Mobile Computing,2018,10.1155/2018/3027269,article,portico,04/02/2018,null,2018,http://doi.org/10.1155/2018/3027269,Changcheng Huang; He Zhu; Kuan Zhang,Hindawi,eng,15,30,,10124,15,unigram; bigram; trigram
ark://27927/phzh67vxmd4,The safety of IoT-enabled system in smart cities of India: do ethics matter?,International Journal of Ethics and Systems,2020,10.1108/IJOES-05-2019-0085,article,portico,09/09/2020,4,36,http://doi.org/10.1108/IJOES-05-2019-0085,Sheshadri Chatterjee,Emerald Group Publishing,eng,601,618,,9477,18,unigram; bigram; trigram
http://www.jstor.org/stable/24711590,The Contingent Internet,Daedalus,2016,,article,jstor,01/01/2016,1,145,http://www.jstor.org/stable/24711590,David D. Clark,American Academy of Arts & Sciences,eng,9,17,,5268,9,unigram; bigram; trigram
ark://27927/phw6h1svtz,The Manchester Computer: A Revised History: Part 1: The Memory,IEEE Annals of the History of Computing,2011,,article,portico,20/03/2011,1,33,,B. Jack;  -- Copeland,Project MUSE,eng,4,21,,12429,18,unigram; bigram; trigram
ark://27927/phzhwsdxv2m,"Parallel Processing, 1980 to 2020",Synthesis Lectures on Computer Architecture,2020,10.2200/S01049ED1V01Y202009CAC054,article,portico,14/10/2020,4,15,http://doi.org/10.2200/S01049ED1V01Y202009CAC054,David Padua; Robert Kuhn,Morgan & Claypool Publishers,eng,i-166,i-166,,66253,192,unigram; bigram; trigram
ark://27927/phzjz0ss2rb,Enhancing Existing Communication Services with Context Awareness,Journal of Computer Networks and Communications,2012,10.1155/2012/493261,article,portico,28/08/2012,null,2012,http://doi.org/10.1155/2012/493261,MoonBae Song; Irsalina Salsabila Suprapto; Julien Zimmermann; Bachir Chihani; Emmanuel Bertin; No√´l Crespi,Hindawi,eng,,,,7053,10,unigram; bigram; trigram
ark://27927/pgh12vvvh5j,Real-Time Communications in Autonomic Networks: System Implementation and Performance Evaluation,Journal of Computer Networks and Communications,2012,10.1155/2012/485875,article,portico,02/09/2012,null,2012,http://doi.org/10.1155/2012/485875,Peter Brida; C. Papageorgiou; T. Dagiuklas; I. Politis; C. Tselios; K. Birkos,Hindawi,eng,null,,,6382,10,unigram; bigram; trigram
http://www.jstor.org/stable/26573658,The varied careers of Kenneth L. Bowles,Proceedings of the National Academy of Sciences of the United States of America,2018,,article,jstor,04/12/2018,49,115,http://www.jstor.org/stable/26573658,M. Granger Morgan; Mark Overgaard; Ann E. Bowles,National Academy of Sciences,eng,12326,12330,,3542,5,unigram; bigram; trigram
ark://27927/phw6h5cdtz,The Agility Imperative: Emerging Knowledge Management Requirements for Stability Operations in the U.S. Army,"Innovations: Technology, Governance, Globalization",2012,,article,portico,11/07/2012,1,7,,Bart. Peintner; Eric. Peck; Lynndee. Kemmet; Ray. McGowan; C. Reed. Hodgin,Project MUSE,eng,91,106,,5895,16,unigram; bigram; trigram
ark://27927/phzf18jvxzf,Issue Matter,Information & Computer Security,2019,,article,portico,11/11/2019,5,27,,,Emerald Group Publishing,eng,,,,60184,136,unigram; bigram; trigram
ark://27927/phw61wdgrq,A Zoomable Mapping of a Musical Parameter Space Using Hilbert Curves,Computer Music Journal,2014,,article,portico,17/09/2014,3,38,,Simon Dixon,Project MUSE,eng,23,33,,5646,11,unigram; bigram; trigram
ark://27927/phz7qh88rwc,CS-DRM: A Cloud-Based SIM DRM Scheme for Mobile Internet,EURASIP Journal on Wireless Communications and Networking,2010,10.1155/2011/837209,article,portico,07/11/2010,null,2011,http://doi.org/10.1155/2011/837209,Zhang Liu; Damien Sauveron; Chaokun Wang; Peng Zou; Jianmin Wang,Hindawi,eng,,,,13040,19,unigram; bigram; trigram
ark://27927/phw8mkhcz4,Publishing in Africa from Independence to the Present Day,Research in African Literatures,2013,,article,portico,08/05/2013,2,44,,Mary. Jay; Walter. Bgoya,Project MUSE,eng,17,34,,8986,18,unigram; bigram; trigram
http://www.jstor.org/stable/27000942,"Open Governments, Open Data",The SAIS Review of International Affairs,2014,,article,jstor,01/01/2014,1,34,http://www.jstor.org/stable/27000942,Mike Nguyen,The Johns Hopkins University Press,eng,83,86,,1352,4,unigram; bigram; trigram
ark://27927/phzvr067cb,A Full-Duplex MAC Tailored for 5G Wireless Networks,Wireless Communications and Mobile Computing,2018,10.1155/2018/5408973,article,portico,18/03/2018,null,2018,http://doi.org/10.1155/2018/5408973,Jacir Luiz Bordim; Xianfu Lei; Lucas de Melo Guimar√£es,Hindawi,eng,18,36,,12341,18,unigram; bigram; trigram
ark://27927/phzvpvzcx0,Minding the Gap: Reconciling Human and Technical Perspectives on the IoT for Healthy Ageing,Wireless Communications and Mobile Computing,2017,10.1155/2017/7439361,article,portico,12/11/2017,null,2017,http://doi.org/10.1155/2017/7439361,Aloha Hufana Ambe; Margot Brereton; Alessandro Soro; Luigi Patrono,Hindawi,eng,15,30,,13556,15,unigram; bigram; trigram
ark://27927/pgg25zkkr54,Mechanism of Resource Virtualization in RCS for Multitask Stream Applications,International Journal of Reconfigurable Computing,2010,10.1155/2010/159367,article,portico,22/09/2010,null,2010,http://doi.org/10.1155/2010/159367,P. W. Chun; L. Kirischian; V. Dumitriu; G. Okouneva; Lionel Torres,Hindawi,eng,null,,,9476,13,unigram; bigram; trigram
ark://27927/phzdkk6wg2t,"How can the use of a mobile application change the course of a sightseeing tour? A question of pace, gaze and information processing",Tourist Studies,2020,10.1177/1468797619885955,article,portico,01/03/2020,1,20,http://doi.org/10.1177/1468797619885955,C√©dric Calvignac; Jan Smolinski,SAGE Publications,eng,49,74,,11432,26,unigram; bigram; trigram
ark://27927/phzctmk8r41,Microservice-Based Platform for Space Situational Awareness Data Analytics,International Journal of Aerospace Engineering,2020,10.1155/2020/8149034,article,portico,06/01/2020,null,2020,http://doi.org/10.1155/2020/8149034,Chaozhen Lan; Qunshan Shi; Yang Zhou; Yinghao Zhao; Franco Bernelli-Zazzera; Liang Lyu; Wanjie Lu; Qing Xu,Hindawi,eng,,,,13301,22,unigram; bigram; trigram
ark://27927/phzh6xc8vw9,"The path to WeChat: How Tencent - EEÄ - EEs culture shaped the most popular Chinese app, 1998 - EEÄ - EE2011",Global Media and Communication,2020,10.1177/1742766520923008,article,portico,01/08/2020,2,16,http://doi.org/10.1177/1742766520923008,Paolo Bory; Gianluigi Negro; Gabriele Balbi,SAGE Publications,eng,208,226,,8508,19,unigram; bigram; trigram
ark://27927/phx7tp6rsrf,Stream processing on GPUs using distributed multimedia middleware,Concurrency and Computation: Practice and Experience,2011,10.1002/cpe.1681,article,portico,01/05/2011,7,23,http://doi.org/10.1002/cpe.1681,Issue Editor: Jos√© R. Herrero; Philipp Slusallek; Issue Editor: Robert Strzodka; Issue Editor: Enrique S. Quintana - EEÄ - EEOrt√≠; Michael Repplinger,"John Wiley & Sons, Inc.",eng,669,680,,6636,12,unigram; bigram; trigram
ark://27927/phw61nvs8r,Life and Times of the Samson Box,Computer Music Journal,2013,,article,portico,29/09/2013,3,37,,D. Gareth. Loy,Project MUSE,eng,26,48,,13948,23,unigram; bigram; trigram
ark://27927/phx4d4k4nm6,An interdisciplinary framework for participatory modeling design and evaluation - EEÄ - EEWhat makes models effective participatory decision tools?,Water Resources Research,2017,10.1002/2016WR019373,article,portico,01/02/2017,2,53,http://doi.org/10.1002/2016WR019373,Stefanie M. Falconi; Richard N. Palmer,"John Wiley & Sons, Inc.",eng,1625,1645,,15852,21,unigram; bigram; trigram
ark://27927/phzvqk67bg,Definition of Technological Solutions Based on the Internet of Things and Smart Cities Paradigms for Active and Healthy Ageing through Cocreation,Wireless Communications and Mobile Computing,2018,10.1155/2018/1949835,article,portico,30/01/2018,null,2018,http://doi.org/10.1155/2018/1949835,Gloria Cea S√°ncez; Alejandro Mart√≠n Medrano-Gil; Maria Fernanda Cabrera-Umpierrez; Juan Bautista Montalv√° Colomer; Aitor Almeida; Silvia de los R√≠os P√©rez; Giuseppe Fico; Mar√≠a Teresa Arredondo Waldmeyer,Hindawi,eng,15,30,,11333,15,unigram; bigram; trigram
ark://27927/phzj4swtfwg,ResearchGate Altmetric scores and Scopus bibliometric indicators among lecturers,Performance Measurement and Metrics,2020,10.1108/PMM-04-2020-0020,article,portico,13/11/2020,1,22,http://doi.org/10.1108/PMM-04-2020-0020,Maryam Shekofteh; Hamed Nasibi-Sis; Saeideh Valizadeh-Haghi,Emerald Group Publishing,eng,15,24,,4834,10,unigram; bigram; trigram
ark://27927/phw4rhztkv,National Survey on Telephone Services and Products: The Views of Deaf and Hard-of-Hearing People,American Annals of the Deaf,2013,,article,portico,22/04/2013,3,136,,Frank. Bowe,Project MUSE,eng,278,283,,4282,6,unigram; bigram; trigram
ark://27927/phzfs7xxtdw,Can Electronic Health Records Be Saved?,American Journal of Law & Medicine,2020,10.1177/0098858820919552,article,portico,01/03/2020,1,46,http://doi.org/10.1177/0098858820919552,Craig Konnoth; Gabriel Scheffler,SAGE Publications,eng,7,19,,6362,13,unigram; bigram; trigram
ark://27927/pghc03hxhv,A Novel Framework for Agent-Based Production Remote Monitoring System Design: A Case Study of Injection Machines,Advances in Mechanical Engineering,2013,10.1155/2013/516061,article,portico,03/12/2013,null,2013,http://doi.org/10.1155/2013/516061,Yun-Yao Chen; Sin-Ru Wang; Chien Hung Liu; Shang-Liang Chen; Ying-Han Hsiao,Hindawi,eng,,,,5383,8,unigram; bigram; trigram
ark://27927/pghbtwr72w,Homogeneous and Heterogeneous MPSoC Architectures with Network-On-Chip Connectivity for Low-Power and Real-Time Multimedia Signal Processing,VLSI Design,2012,10.1155/2012/450302,article,portico,14/08/2012,null,2012,http://doi.org/10.1155/2012/450302,Luca Fanucci; Sergio Saponara; Marcelo Lubaszewski,Hindawi,eng,null,,,13197,17,unigram; bigram; trigram
ark://27927/phzgf9cbcs7,Google Glass: A Case Study,Performance Improvement,2020,10.1002/pfi.21919,article,portico,01/07/2020,6,59,http://doi.org/10.1002/pfi.21919,Laith Zuraikat,"John Wiley & Sons, Inc.",eng,14,20,,5194,7,unigram; bigram; trigram
ark://27927/phxnrkhzxf,SDN-Based Active Content Networking,International Journal of Distributed Sensor Networks,2016,10.1155/2016/1603239,article,portico,31/01/2016,null,2016,http://doi.org/10.1155/2016/1603239,Luis Javier Garcia Villalba; Gyu Myoung Lee; Jinsul Kim; Tai-Won Um,Hindawi,eng,1,,,3778,6,unigram; bigram; trigram
ark://27927/phzdxhpc15r,A multimodal conversational coach for active ageing based on sentient computing and m - EEÄ - EEhealth,Expert Systems,2020,10.1111/exsy.12454,article,portico,01/04/2020,2,37,http://doi.org/10.1111/exsy.12454,Jos√© Manuel Molina; Araceli Sanchis; David Griol,"John Wiley & Sons, Inc.",eng,n/a,n/a,,13118,19,unigram; bigram; trigram
ark://27927/phzfm5x0n3k,Smart certification: protecting the originality of the product in the eyewear sector,Internet Technology Letters,2020,10.1002/itl2.154,article,portico,01/05/2020,3,3,http://doi.org/10.1002/itl2.154,Alessandra Rizzardi; Sabrina Sicari; Alberto Coen - EEÄ - EEPorisini,"John Wiley & Sons, Inc.",eng,n/a,n/a,,3872,6,unigram; bigram; trigram
ark://27927/pgk1d3kpg14,Integration of Heterogeneous Devices and Communication Models via the Cloud in the Constrained Internet of Things,International Journal of Distributed Sensor Networks,2015,10.1155/2015/683425,article,portico,19/10/2015,null,2015,http://doi.org/10.1155/2015/683425,Massimo Villari; Floris Van den Abeele; Jeroen Hoebeke; Ingrid Moerman; Piet Demeester,Hindawi,eng,,,,11951,16,unigram; bigram; trigram
ark://27927/phx2kb424rj,From Tool to Partner: The Evolution of Human-Computer Interaction,Synthesis Lectures on Human-Centered Informatics,2016,10.2200/S00745ED1V01Y201612HCI035,article,portico,28/12/2016,2,9,http://doi.org/10.2200/S00745ED1V01Y201612HCI035,Jonathan Grudin,Morgan & Claypool Publishers,eng,i-183,i-183,,62542,183,unigram; bigram; trigram
ark://27927/phzhgdzs4h2,A proposal for a 360¬∞ information system model for private health care organizations,Expert Systems,2020,10.1111/exsy.12420,article,portico,01/10/2020,5,37,http://doi.org/10.1111/exsy.12420,Ramiro Gon√ßalves; Jos√© Martins; Frederico Branco; Issue Editor: Victor Chang; Fernando Moreira; Issue Editor: Shadi A. Aljawarneh; Issue Editor: Chung - EEÄ - EESheng Li; Manuel Au - EEÄ - EEYong - EEÄ - EEOliveira; Duarte Magalh√£es,"John Wiley & Sons, Inc.",eng,n/a,n/a,,13647,18,unigram; bigram; trigram
ark://27927/phw6fbts00,Is War Necessary for Economic Growth?,Historically Speaking,2012,10.1353/hsp.2006.0055,article,portico,04/01/2012,6,7,http://doi.org/10.1353/hsp.2006.0055,Vernon W. Ruttan,Project MUSE,eng,17,19,,3322,4,unigram; bigram; trigram
ark://27927/phw4rfcj2s,A National Microcomputer-Software Survey of Current Microcomputer Usage in Schools for the Hearing Impaired,American Annals of the Deaf,2013,,article,portico,22/04/2013,5,127,,Richard E. Harding; L. Kaye. Tidball,Project MUSE,eng,673,683,,3360,11,unigram; bigram; trigram
ark://27927/phzh26bxwc2,The effects of national cultures on two technologically advanced countries: The case of e - EEÄ - EEleadership in South Korea and the United States,Australian Journal of Public Administration,2020,10.1111/1467-8500.12433,article,portico,01/09/2020,3,79,http://doi.org/10.1111/1467-8500.12433,David Ready; Cheol Liu; Alma McCarthy; Soonhee Kim; Montgomery Van Wart; Xiaohu Wang,"John Wiley & Sons, Inc.",eng,298,329,,16072,32,unigram; bigram; trigram
ark://27927/phw6h2kxjh,Ask Your Doctor ... About Computers,IEEE Annals of the History of Computing,2016,10.1353/ahc.2016.0010,article,portico,12/03/2016,1,38,http://doi.org/10.1353/ahc.2016.0010,,Project MUSE,eng,3,5,,2003,3,unigram; bigram; trigram
ark://27927/phw6fbqjk2,The Idea Factory: An Interview with Jon Gertner,Historically Speaking,2013,10.1353/hsp.2013.0006,article,portico,20/02/2013,1,14,http://doi.org/10.1353/hsp.2013.0006, -- Yerxa; Donald A.; Jon. Gertner,Project MUSE,eng,19,21,,2801,3,unigram; bigram; trigram
ark://27927/phzwzsbfsc,Fog Computing: An Overview of Big IoT Data Analytics,Wireless Communications and Mobile Computing,2018,10.1155/2018/7157192,article,portico,07/05/2018,null,2018,http://doi.org/10.1155/2018/7157192,Muhammad Rizwan Anawar; Shangguang Wang; Umair Akram; Salman Raza; Xuyun Zhang; Ahmer Khan Jadoon; Muhammad Azam Zia,Hindawi,eng,22,44,,18151,22,unigram; bigram; trigram
ark://27927/phzjfn1t7g9,Analysis of COVID - EEÄ - EE19 Mathematical and Software Models: Or How NOT to Set Up a Softward Project,Wilmott,2020,10.1002/wilm.10890,article,portico,01/11/2020,110,2020,http://doi.org/10.1002/wilm.10890,Daniel J. Duffy,"John Wiley & Sons, Inc.",eng,66,71,,4719,6,unigram; bigram; trigram
ark://27927/pbd84sjf6m,Humanitarian Response in the Era of Global Mobile Information Technology,More with Less:Disasters in an Era of Diminishing Resources,2012,,chapter,portico,01/01/2012,,,,Valerie Amos,Fordham University Press,eng,110,122,,4334,13,unigram; bigram; trigram
ark://27927/phzvrf5s2b,Services and Security Threats in SDN Based VANETs: A Survey,Wireless Communications and Mobile Computing,2018,10.1155/2018/8631851,article,portico,23/04/2018,null,2018,http://doi.org/10.1155/2018/8631851,Jianhua He; Hammad Shafiq; Rana Asif Rehman; Byung-Seo Kim,Hindawi,eng,14,28,,11478,14,unigram; bigram; trigram
http://www.jstor.org/stable/44668938,Stakeholder Communication in 140 Characters or Less: A Study of Community Sport Foundations,Voluntas: International Journal of Voluntary and Nonprofit Organizations,2017,,article,jstor,01/10/2017,5,28,http://www.jstor.org/stable/44668938,Christos Anagnostopoulos; Leah Gillooly; David Cook; Petros Parganas; Simon Chadwick,Springer,eng,2224,2250,,12668,27,unigram; bigram; trigram
ark://27927/phw6h2m099,Two Early Interactive Computer Network Experiments,IEEE Annals of the History of Computing,2016,10.1353/ahc.2016.0031,article,portico,16/09/2016,3,38,http://doi.org/10.1353/ahc.2016.0031,,Project MUSE,eng,12,24,,9215,13,unigram; bigram; trigram
ark://27927/phzvpvzdf7,Recent Advances in Wireless Communication Protocols for Internet of Things,Wireless Communications and Mobile Computing,2017,10.1155/2017/8791485,article,portico,16/11/2017,null,2017,http://doi.org/10.1155/2017/8791485,Feng Wang; Zhe Yang; Jiangchuan Liu; Xiaoqiang Ma,Hindawi,eng,2,4,,1210,2,unigram; bigram; trigram
ark://27927/phzdpwd8k6f,The digital inclusion role of rural libraries: social inequalities through space and place,"Media, Culture & Society",2020,10.1177/0163443719853504,article,portico,01/03/2020,2,42,http://doi.org/10.1177/0163443719853504,Colin Rhinesmith; Alexis Schrubbe; Brian Whitacre; Sharon Strover,SAGE Publications,eng,242,259,,8376,18,unigram; bigram; trigram
ark://27927/phzjstmb8xq,"Before It Was a Giant: The Early History of Symantec, 1982-1999",IEEE Annals of the History of Computing,2016,10.1353/ahc.2016.0042,article,portico,21/12/2016,4,38,http://doi.org/10.1353/ahc.2016.0042,James W. Cortada; William Aspray,Project MUSE,eng,26,41,,11392,16,unigram; bigram; trigram
ark://27927/phzjsz6xnr4,Imagining the Personal Computer: Conceptualizations of the Homebrew Computer Club 1975-1977,IEEE Annals of the History of Computing,2017,10.1353/ahc.2017.0029,article,portico,01/01/2017,4,39,http://doi.org/10.1353/ahc.2017.0029,Elizabeth Petrick,Project MUSE,eng,27,39,,8061,13,unigram; bigram; trigram
ark://27927/phzk0kwxfpz,Issue Matter,Journal of Documentation,2020,,article,portico,15/10/2020,1,77,,,Emerald Group Publishing,eng,,,,155827,304,unigram; bigram; trigram
